# First line contains the number of positions and lines after that contains 3 floats for each position
29084
-13.524475,10.018216,1.542207,
-13.504477,10.018216,1.542207,
-13.515440,10.018407,1.543444,
-13.495443,10.018412,1.543445,
-13.506403,10.018596,1.544680,
-13.486407,10.018604,1.544682,
-13.497362,10.018785,1.545916,
-13.477371,10.018798,1.545919,
-13.488324,10.018973,1.547153,
-13.468338,10.018991,1.547156,
-13.479288,10.019163,1.548389,
-13.459303,10.019186,1.548394,
-13.470248,10.019353,1.549625,
-13.450269,10.019381,1.549631,
-13.461212,10.019543,1.550861,
-13.441236,10.019574,1.550868,
-13.452174,10.019732,1.552098,
-13.432202,10.019769,1.552105,
-13.443136,10.019920,1.553334,
-13.423166,10.019961,1.553342,
-13.434102,10.020111,1.554570,
-13.414134,10.020157,1.554579,
-13.425066,10.020300,1.555806,
-13.405103,10.020350,1.555815,
-13.416028,10.020489,1.557041,
-13.396067,10.020542,1.557052,
-13.406992,10.020679,1.558277,
-13.387033,10.020738,1.558289,
-13.397955,10.020868,1.559513,
-13.378001,10.020932,1.559525,
-13.388919,10.021056,1.560748,
-13.368967,10.021125,1.560761,
-13.379883,10.021246,1.561983,
-13.359937,10.021319,1.561997,
-13.370850,10.021437,1.563218,
-13.350906,10.021514,1.563233,
-13.361814,10.021625,1.564453,
-13.341873,10.021707,1.564469,
-13.352778,10.021815,1.565688,
-13.332842,10.021902,1.565704,
-13.343744,10.022002,1.566922,
-13.323810,10.022094,1.566939,
-13.334711,10.022192,1.568156,
-13.314778,10.022287,1.568175,
-13.325674,10.022381,1.569390,
-13.305746,10.022481,1.569409,
-13.316645,10.022572,1.570624,
-13.296721,10.022676,1.570644,
-13.307611,10.022760,1.571857,
-13.287687,10.022869,1.571878,
-13.298578,10.022948,1.573090,
-13.278659,10.023062,1.573112,
-13.289546,10.023138,1.574323,
-13.269632,10.023257,1.574346,
-13.280513,10.023327,1.575556,
-13.260602,10.023450,1.575579,
-13.271482,10.023516,1.576788,
-13.251574,10.023643,1.576813,
-13.262451,10.023705,1.578020,
-13.242548,10.023837,1.578045,
-13.253421,10.023892,1.579252,
-13.233521,10.024029,1.579278,
-13.244392,10.024081,1.580483,
-13.224493,10.024222,1.580510,
-13.235361,10.024272,1.581714,
-13.215466,10.024417,1.581742,
-13.226334,10.024460,1.582945,
-13.206442,10.024610,1.582974,
-13.217306,10.024649,1.584175,
-13.197418,10.024803,1.584205,
-13.208281,10.024838,1.585405,
-13.188395,10.024997,1.585436,
-13.199252,10.025024,1.586634,
-13.179370,10.025188,1.586666,
-13.190226,10.025213,1.587863,
-13.170347,10.025381,1.587896,
-13.181200,10.025402,1.589092,
-13.161325,10.025575,1.589126,
-13.172175,10.025591,1.590321,
-13.152304,10.025768,1.590355,
-13.163150,10.025780,1.591548,
-13.143280,10.025961,1.591584,
-13.154129,10.025969,1.592776,
-13.134262,10.026155,1.592812,
-13.145105,10.026156,1.594003,
-13.125242,10.026347,1.594040,
-13.136083,10.026345,1.595230,
-13.116223,10.026541,1.595268,
-13.127060,10.026531,1.596455,
-13.107203,10.026731,1.596494,
-13.118040,10.026721,1.597681,
-13.098187,10.026924,1.597721,
-13.109021,10.026909,1.598906,
-13.089170,10.027118,1.598947,
-13.100001,10.027097,1.600131,
-13.080154,10.027310,1.600172,
-13.090983,10.027286,1.601355,
-13.071141,10.027503,1.601397,
-13.081968,10.027474,1.602578,
-13.062128,10.027697,1.602621,
-13.072952,10.027660,1.603801,
-13.053116,10.027887,1.603845,
-13.063934,10.027848,1.605024,
-13.044101,10.028080,1.605069,
-13.054919,10.028036,1.606245,
-13.035089,10.028272,1.606291,
-13.045906,10.028225,1.607467,
-13.026079,10.028464,1.607514,
-13.036891,10.028413,1.608688,
-13.017069,10.028657,1.608735,
-13.027881,10.028599,1.609908,
-13.008060,10.028848,1.609956,
-13.018869,10.028788,1.611127,
-12.999052,10.029040,1.611177,
-13.009862,10.028975,1.612346,
-12.990047,10.029233,1.612397,
-13.000850,10.029162,1.613564,
-12.981039,10.029425,1.613616,
-12.991842,10.029348,1.614782,
-12.972036,10.029614,1.614834,
-12.982836,10.029536,1.615999,
-12.963031,10.029808,1.616052,
-12.973829,10.029722,1.617215,
-12.954028,10.029998,1.617269,
-12.964824,10.029909,1.618431,
-12.945027,10.030190,1.618486,
-12.955821,10.030096,1.619646,
-12.936026,10.030381,1.619702,
-12.946817,10.030283,1.620860,
-12.927027,10.030572,1.620917,
-12.937818,10.030471,1.622074,
-12.918030,10.030765,1.622132,
-12.928818,10.030658,1.623287,
-12.909032,10.030956,1.623345,
-12.919815,10.030843,1.624499,
-12.900034,10.031146,1.624558,
-12.910818,10.031031,1.625710,
-12.891042,10.031338,1.625771,
-12.901823,10.031217,1.626921,
-12.882048,10.031528,1.626982,
-12.892825,10.031404,1.628131,
-12.873055,10.031719,1.628193,
-12.883832,10.031590,1.629340,
-12.864062,10.031910,1.629403,
-12.874838,10.031775,1.630548,
-12.855072,10.032101,1.630612,
-12.865845,10.031961,1.631756,
-12.846083,10.032291,1.631821,
-12.856855,10.032147,1.632963,
-12.837095,10.032482,1.633028,
-12.847865,10.032333,1.634168,
-12.828110,10.032672,1.634235,
-12.838875,10.032519,1.635374,
-12.819122,10.032862,1.635441,
-12.829889,10.032703,1.636578,
-12.810140,10.033051,1.636646,
-12.820905,10.032890,1.637781,
-12.801158,10.033242,1.637851,
-12.811920,10.033075,1.638984,
-12.792178,10.033431,1.639054,
-12.802938,10.033261,1.640186,
-12.783197,10.033622,1.640257,
-12.793955,10.033446,1.641386,
-12.774219,10.033812,1.641459,
-12.784976,10.033631,1.642586,
-12.765244,10.034000,1.642660,
